지역명,도로명,차선,최고속도
금천구,남부순환로,1,50
강남구,봉은사로7길,1,30
종로구,청계천로,2,30
용산구,반포대로,3,60
노원구,동일로205길,2,30
노원구,섬밭로,2,30
노원구,동일로173가길,2,30
마포구,마포대로,1,30
강서구,마곡동로,1,30
강동구,구천면로,1,40
중구,세종대로7길,1,30
강남구,밤고개로,3,60
은평구,연서로,3,50
강북구,월계로21길,1,10
동작구,보라매로5길,2,30
노원구,동일로231길,1,30
노원구,상계로,1,30
은평구,증산로,3,50
은평구,백련산로,2,40
마포구,성산로,3,60
양천구,남부순환로,4,50
서초구,양재대로,1,50
동작구,상도로50길,1,30
은평구,연서로50길,1,40
강서구,강서로56나길,1,30
서초구,사평대로,4,60
강남구,언주로,4,60
영등포구,국제금융로,2,50
영등포구,여의대로,5,60
노원구,노원로,2,50
노원구,노원로,3,50
성북구,성북로,1,30
성북구,대사관로3길,1,30
구로구,오류로,1,30
송파구,송이로,2,30
노원구,노원로26나길,1,10
구로구,가마산로,2,50
구로구,가마산로,3,50
서대문구,신촌로29나길,1,30
마포구,마포대로19길,1,30
중랑구,양원역로,1,30
강남구,논현로85길,1,30
금천구,가산로,2,40
관악구,난곡로,2,50
노원구,노해로81길,1,10
중구,장충단로8길,1,30
서대문구,모래내로24길,1,10
중랑구,신내로,2,30
성북구,종암로,4,50
서대문구,연희맛로,1,30
강남구,도곡로,3,60
구로구,도림천로,3,50
성북구,고려대로17가길,1,30
용산구,서빙고로62길,1,30
용산구,새창로8길,1,30
구로구,신도림로,3,30
중구,퇴계로,3,50
강동구,상일로,3,50
서초구,동작대로,4,50
서초구,태봉로2길,1,30
강서구,강서로62길,1,30
동대문구,사가정로,1,60
금천구,시흥대로40길,1,30
강북구,오패산로,1,30
영등포구,가마산로,3,50
광진구,광나루로,3,40
성북구,종암로30길,4,50
노원구,동일로210길,1,30
강북구,오현로,2,30
도봉구,마들로,1,30
양천구,지양로7길,1,30
강서구,허준로,1,30
광진구,긴고랑로,2,50
동대문구,장안벚꽃로,2,50
송파구,토성로,1,50
마포구,독막로,2,50
동대문구,이문로54길,1,50
중랑구,신내역로3길,1,30
성동구,마장로44길,1,30
강동구,아리수로,3,50
은평구,진관4로,1,30
마포구,성미산로,1,30
동작구,사당로23나길,2,30
강남구,일원로,2,30
노원구,동일로,3,50
중구,을지로,3,50
노원구,노원로,1,40
용산구,녹사평대로,3,50
용산구,이태원로,2,50
마포구,토정로,2,50
강남구,압구정로,3,50
송파구,올림픽로43길,1,40
중랑구,중랑역로,1,30
중랑구,신내역로,2,30
마포구,양화로15길,1,30
중랑구,송림길,1,30
강남구,선릉로,3,50
동작구,장승배기로,2,40
구로구,가마산로23길,1,40
중랑구,양원역로16길,1,30
동대문구,회기로31길,1,30
강남구,삼성로,3,60
동대문구,답십리로,2,60
서초구,경부고속도로,1,50
서초구,잠원로,2,50
강북구,솔샘로,2,50
관악구,호암로,2,40
마포구,독막로,2,50
노원구,마들로,1,40
강남구,개포로,2,60
영등포구,양평로,2,50
마포구,양화로,4,50
동대문구,장한로31길,1,10
은평구,진관1로,1,30
강동구,아리수로,3,50
동대문구,한천로58길,1,50
도봉구,시루봉로,1,30
구로구,오류로,1,40
구로구,시흥대로,4,50
강서구,마곡중앙5로,2,40
관악구,대학길,1,30
동작구,노들로,2,50
중구,동호로,3,50
강서구,방화대로21길,1,10
강서구,마곡중앙5로,2,30
성북구,동소문로20길,1,30
광진구,긴고랑로,2,50
금천구,가산디지털1로,1,40
종로구,혜화로,1,30
종로구,평창문화로,2,50
종로구,비봉길,1,30
은평구,통일로,3,50
영등포구,도림천로,4,50
영등포구,선유로43길,1,30
중구,소파로,1,50
동대문구,답십리로,1,30
용산구,남산공원길,1,40
마포구,대흥로,2,30
강남구,남부순환로,1,50
구로구,개봉로,2,50
종로구,삼봉로,1,30
노원구,중계로,1,30
용산구,강변북로,4,80
성동구,금호로,2,40
중랑구,신내로,1,30
동대문구,이문로,2,50
광진구,동일로,3,50
영등포구,대림로,3,50
서초구,효령로,2,50
동작구,노량진로24길,1,30
서초구,경부고속도로,5,80
성동구,아차산로,3,60
영등포구,올림픽대로,2,80
중구,삼일대로,3,50
중구,동호로,4,50
강서구,금낭화로,1,30
강서구,금낭화로19길,1,30
송파구,중대로,3,50
노원구,동일로239가길,1,30
동작구,올림픽대로,2,40
강동구,천중로,2,30
중구,을지로,3,50
성북구,보문로,2,50
영등포구,국제금융로,3,50
강서구,마곡서로,1,30
구로구,안양천로,1,50
마포구,강변북로,4,80
강서구,마곡중앙2로,1,30
광진구,광나루로,3,50
양천구,목동로,2,50
관악구,난곡로.인접길,1,30
동작구,여의대방로,4,50
서초구,서초중앙로24길,1,30
성동구,성덕정길,1,30
동작구,올림픽대로,5,80
은평구,통일로,3,50
영등포구,도신로29길,1,30
성북구,숭인로,1,30
구로구,디지털로26길,1,30
마포구,삼개로,1,30
용산구,한남대로,2,50
양천구,목동동로,2,50
영등포구,여의동로,2,50
성동구,광나루로,2,60
중랑구,봉화산로,2,30
서초구,법원로,3,30
성동구,독서당로,2,50
성동구,한림말길,1,30
성동구,독서당로,2,50
광진구,아차산로,3,50
동대문구,답십리로,3,60
노원구,덕릉로,3,50
강남구,도곡로51길,1,10
송파구,양산로2길,1,30
강북구,인수봉로,2,30
동대문구,한천로,1,30
중구,퇴계로50길,1,10
마포구,망원로,2,50
중랑구,양원역로,1,30
강서구,강서로,3,50
성북구,보문로40길,1,30
서초구,잠원로,2,50
관악구,구암길,1,30
성동구,광나루로,3,60
관악구,남부순환로187길,1,10
도봉구,도봉산길,1,10
영등포구,국회대로,4,50
강동구,고덕로,1,50
종로구,우정국로,3,50
강서구,화곡로,3,50
서초구,잠원로,3,50
강남구,압구정로,3,50
종로구,종로,2,50
용산구,소월로38길,1,30
송파구,마천로,1,40
노원구,한글비석로1길,1,30
노원구,한글비석로46길,1,10
노원구,누원1길,1,30
노원구,석계로1길,1,30
송파구,성내천로,2,40
중구,소월로2길,2,50
서초구,남부순환로325길,1,30
노원구,월계로,3,50
영등포구,양평로22길,1,30
성북구,월계로,3,50
광진구,강변북로,1,40
송파구,위례성대로,4,50
송파구,위례순환로,2,50
영등포구,여의동로,2,50
동대문구,왕산로,3,60
동대문구,전농로,2,60
용산구,서빙고로,3,50
송파구,올림픽로,4,50
마포구,양화로,4,50
강서구,올림픽대로,1,40
성동구,광나루로,1,60
용산구,소월로20길,1,30
용산구,만리재로,2,50
마포구,서강로,1,50
구로구,경인로,3,50
서대문구,모래내로,2,30
양천구,목동서로,2,50
광진구,능동로,2,50
영등포구,노들로,1,30
강남구,개포로124길,1,30
구로구,오리로,3,50
영등포구,신길로,3,50
성북구,보국문로11길,1,10
동대문구,이문로54길,1,50
구로구,고척로,2,30
구로구,서해안로,3,50
구로구,신정로,3,50
동작구,여의대방로22길,1,30
송파구,법원로,2,30
성북구,대사관로13길,1,30
송파구,백제고분로,3,50
영등포구,서부간선도로,2,80
노원구,노원로24길,1,30
광진구,광나루로,3,50
도봉구,도봉로170길,1,30
도봉구,덕릉로63길,1,30
도봉구,우이천로,1,30
서초구,강남대로55길,2,30
동대문구,답십리로65길,1,10
도봉구,노해로69길,2,30
도봉구,시루봉로,1,30
강남구,언주로,2,80
강동구,양재대로84길,1,30
송파구,위례송파로,3,50
송파구,백제고분로50길,1,30
관악구,서울대학교.내부도로,1,10
금천구,탑골로,1,30
성북구,솔샘로25길,2,30
송파구,마천로,1,40
송파구,마천로,1,40
관악구,강남순환도시고속도로,3,80
강남구,올림픽대로,1,40
서대문구,가재울미래로,2,30
마포구,마포대로,4,60
영등포구,노들로,4,50
성북구,선잠로8길,1,30
마포구,대흥로,2,60
도봉구,우이천로,1,40
노원구,광운로1길,1,30
은평구,응암로12길,1,30
은평구,갈현로3나길,1,10
은평구,진관4로,1,30
중랑구,송림길,1,30
구로구,구로동로28길,1,10
금천구,금하로,2,40
마포구,서강로,1,30
용산구,청파로,3,30
관악구,관악로,3,50
서초구,과천대로,4,50
양천구,신정로,1,30
관악구,은천로25길,1,30
강동구,성안로3길,1,30
마포구,월드컵북로,3,50
종로구,사직로,3,50
용산구,백범로90길,1,60
강남구,광평로,3,60
강남구,선릉로,2,50
서초구,강남대로,5,50
은평구,증산로,1,60
양천구,남부순환로,3,50
강남구,개포로22길,1,30
구로구,개봉로17나길,1,10
양천구,목동로3길,2,30
중랑구,동일로151길,1,30
동작구,성대로1길,1,30
서초구,남부순환로,4,60
구로구,개봉로3길,1,30
광진구,광나루로,3,50
송파구,오금로,2,30
강서구,등촌로13바길,1,10
서대문구,홍제천로,1,30
강북구,인수봉로,2,50
동대문구,천장산로,1,10
양천구,오목로,4,50
도봉구,도봉로150길,1,30
도봉구,마들로,1,30
광진구,강변북로,2,40
노원구,동일로241길,1,30
강서구,곰달래로,1,50
동대문구,회기로,2,40
강남구,언주로,4,50
강남구,광평로9길,1,30
성동구,동호로,2,50
강동구,양재대로134길,1,30
동대문구,천호대로,2,60
중랑구,용마산로136길,1,30
은평구,통일로89길,1,50
노원구,덕릉로,3,50
강남구,도산대로,6,50
강서구,국회대로,1,30
강서구,방화대로40길,1,30
마포구,신촌로34길,1,30
서초구,서초대로,5,50
구로구,부일로,2,50
강남구,테헤란로,4,50
마포구,강변북로,2,40
노원구,동부간선로,3,60
강남구,언주로94길,1,30
서대문구,성산로,1,50
양천구,신정로7길,3,50
강남구,테헤란로63길,1,30
강남구,테헤란로87길,3,50
성북구,솔샘로,2,30
강남구,양재대로,4,70
강동구,동남로81길,1,30
용산구,강변북로,3,50
도봉구,도봉로,3,50
도봉구,도당로13길,1,30
마포구,서강로,4,50
양천구,가로공원로69길,1,30
노원구,상계로,2,50
은평구,북한산로.진관4로사이길,1,30
도봉구,도봉로,4,50
도봉구,노해로66길,2,30
도봉구,도봉로106길,1,30
영등포구,국회대로,4,50
중구,퇴계로71길,1,30
마포구,백범로,3,50
서대문구,충정로,4,50
관악구,문성로,2,50
도봉구,마들로,2,50
양천구,목동동로,1,30
성북구,돌곶이로,2,50
중랑구,망우로58길,1,30
구로구,안양천로,1,50
서대문구,세검정로,2,50
강동구,천호대로163길,1,40
서초구,신반포로19길,1,30
양천구,월정로,1,30
관악구,관악로24길,1,10
마포구,연남로,1,50
서대문구,응암로,2,60
관악구,은천로35길,1,50
강남구,도곡로37길,1,30
영등포구,올림픽대로,1,30
동대문구,천호대로27길,1,30
노원구,섬밭로,1,30
서대문구,홍은중앙로,1,40
종로구,종로,2,50
중랑구,용마산로,2,50
강남구,강남대로42길,1,40
양천구,목동서로,2,50
강서구,화곡로,3,50
서초구,중앙로,4,60
종로구,종로,1,30
관악구,조원로,2,30
성북구,오패산로16가길,1,40
서초구,효령로,3,50
강동구,올림픽대로,4,80
서초구,잠원로,1,30
구로구,경인로,1,40
송파구,동남로,3,50
강서구,양천로,3,50
강서구,금낭화로,2,50
중랑구,용마산로,2,50
강동구,초광로,3,60
중랑구,봉우재로,2,50
강서구,인천국제공항고속도로,1,50
양천구,지양로,1,30
중랑구,용마산로115길,1,30
노원구,한글비석로.노원로사이길,1,30
성북구,북부간선도로,2,70
영등포구,양평로22라길,1,30
구로구,중앙로,3,40
관악구,관악로,4,50
성북구,화랑로,3,50
성북구,한천로78길,1,50
송파구,위례송파로,1,50
마포구,성산로,1,50
성북구,돌곶이로,2,50
양천구,신정로,2,50
송파구,충민로,3,50
중구,퇴계로,3,50
성동구,무학봉7길,1,30
강남구,강남대로,4,50
강남구,헌릉로571길,1,30
강서구,마곡중앙8로1길,1,30
노원구,동일로248길,1,30
강동구,성내로15길,1,30
노원구,월계로45길,1,30
종로구,세종대로,3,50
구로구,구일로,1,30
강남구,광평로,3,60
도봉구,마들로,2,50
마포구,성암로,2,50
영등포구,문래로4길,1,10
노원구,동부간선도로,2,80
영등포구,버드나루로12길,1,10
송파구,삼전로,1,50
중랑구,망우로87길,1,30
양천구,목동서로,2,30
강동구,아리수로94길,1,30
강남구,삼전로,3,50
송파구,올림픽대로,4,80
노원구,마들로1길,2,40
강남구,도곡로,3,60
구로구,서해안로,3,60
마포구,신촌로34길,1,30
서대문구,연세로12길,1,30
용산구,한남대로,3,50
강동구,동남로,2,60
동대문구,한천로,3,50
영등포구,당산로,2,30
노원구,북부간선도로,1,30
중랑구,송림길,1,30
양천구,목동남로,2,30
강서구,국회대로7길,1,40
강서구,오정로,1,30
동작구,양녕로.상도로.사이길,1,10
노원구,월계로,3,50
은평구,진관2로,3,40
강서구,강서농산물도매시장내부길,1,10
구로구,남부순환로,2,50
구로구,경서로,1,30
구로구,구로동로28길,1,10
강남구,선릉로,2,50
도봉구,해등로,2,30
구로구,개봉로1길,1,30
강서구,곰달래로31길,1,10
마포구,국회대로,3,60
구로구,개봉로2길,1,40
강북구,솔샘로,2,50
동작구,장승배기로,2,50
강북구,솔샘로,2,30
은평구,응암로21가길,1,30
성동구,광나루로,3,60
동대문구,천호대로,4,50
양천구,목동서로,2,50
동작구,여의대방로36길,1,30
종로구,북촌로,1,30
영등포구,영등포로,3,50
중구,소월로2길,2,50
용산구,한강대로,4,50
서초구,강남대로,4,50
강서구,오정로,1,30
관악구,남부순환로,4,50
노원구,노원로26길,1,40
마포구,마포대로,4,50
중랑구,면목로,2,50
마포구,월드컵북로,2,50
용산구,이촌로87길,1,40
도봉구,우이천로4길-한천로115길,1,50
광진구,강변북로,1,40
구로구,구로동로,2,50
영등포구,영등포로49길,1,10
영등포구,여의대방로,4,50
송파구,탄천동로,1,40
영등포구,올림픽대로,4,80
